Dec  2 12:45:15 ip-172-31-27-153 sshd[4784]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:45:17 ip-172-31-27-153 sshd[4794]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:19 ip-172-31-27-153 sshd[4798]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:22 ip-172-31-27-153 sshd[4800]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:24 ip-172-31-27-153 sshd[4796]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 12:45:25 ip-172-31-27-153 sshd[4802]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:27 ip-172-31-27-153 sshd[4806]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:29 ip-172-31-27-153 sshd[4808]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:32 ip-172-31-27-153 sshd[4810]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:34 ip-172-31-27-153 sshd[4812]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:35 ip-172-31-27-153 sshd[4804]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:45:37 ip-172-31-27-153 sshd[4814]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:39 ip-172-31-27-153 sshd[4818]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:41 ip-172-31-27-153 sshd[4815]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:45:42 ip-172-31-27-153 sshd[4820]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:44 ip-172-31-27-153 sshd[4824]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:47 ip-172-31-27-153 sshd[4826]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:49 ip-172-31-27-153 sshd[4828]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:52 ip-172-31-27-153 sshd[4822]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:45:52 ip-172-31-27-153 sshd[4830]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:55 ip-172-31-27-153 sshd[4834]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:57 ip-172-31-27-153 sshd[4836]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:45:59 ip-172-31-27-153 sshd[4832]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:46:00 ip-172-31-27-153 sshd[4838]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:02 ip-172-31-27-153 sshd[4842]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:05 ip-172-31-27-153 sshd[4844]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:07 ip-172-31-27-153 sshd[4846]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:09 ip-172-31-27-153 sshd[4840]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:46:10 ip-172-31-27-153 sshd[4848]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:13 ip-172-31-27-153 sshd[4852]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:15 ip-172-31-27-153 sshd[4854]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:18 ip-172-31-27-153 sshd[4856]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:20 ip-172-31-27-153 sshd[4858]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:21 ip-172-31-27-153 sshd[4850]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:46:23 ip-172-31-27-153 sshd[4860]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:25 ip-172-31-27-153 sshd[4864]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:28 ip-172-31-27-153 sshd[4866]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:31 ip-172-31-27-153 sshd[4868]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:31 ip-172-31-27-153 sshd[4862]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:46:33 ip-172-31-27-153 sshd[4870]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:36 ip-172-31-27-153 sshd[4874]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:38 ip-172-31-27-153 sshd[4872]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:46:39 ip-172-31-27-153 sshd[4876]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:41 ip-172-31-27-153 sshd[4880]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:44 ip-172-31-27-153 sshd[4883]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:47 ip-172-31-27-153 sshd[4885]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:48 ip-172-31-27-153 sshd[4878]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:46:50 ip-172-31-27-153 sshd[4887]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:53 ip-172-31-27-153 sshd[4891]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:55 ip-172-31-27-153 sshd[4893]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:46:56 ip-172-31-27-153 sshd[4889]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:46:58 ip-172-31-27-153 sshd[4895]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:00 ip-172-31-27-153 sshd[4899]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:03 ip-172-31-27-153 sshd[4901]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:03 ip-172-31-27-153 sshd[4896]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:47:05 ip-172-31-27-153 sshd[4903]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:07 ip-172-31-27-153 sshd[4907]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:10 ip-172-31-27-153 sshd[4909]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:12 ip-172-31-27-153 sshd[4911]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:12 ip-172-31-27-153 sshd[4904]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:47:15 ip-172-31-27-153 sshd[4914]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:17 ip-172-31-27-153 sshd[4917]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:19 ip-172-31-27-153 sshd[4913]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:47:19 ip-172-31-27-153 sshd[4919]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:22 ip-172-31-27-153 sshd[4923]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:24 ip-172-31-27-153 sshd[4925]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:27 ip-172-31-27-153 sshd[4927]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:29 ip-172-31-27-153 sshd[4921]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:47:29 ip-172-31-27-153 sshd[4929]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:32 ip-172-31-27-153 sshd[4933]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:35 ip-172-31-27-153 sshd[4935]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:38 ip-172-31-27-153 sshd[4931]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:47:39 ip-172-31-27-153 sshd[4937]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:41 ip-172-31-27-153 sshd[4941]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:44 ip-172-31-27-153 sshd[4943]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:44 ip-172-31-27-153 sshd[4939]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:47:46 ip-172-31-27-153 sshd[4945]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:49 ip-172-31-27-153 sshd[4949]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:52 ip-172-31-27-153 sshd[4951]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:55 ip-172-31-27-153 sshd[4953]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:47:56 ip-172-31-27-153 sshd[4947]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:47:58 ip-172-31-27-153 sshd[4955]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:00 ip-172-31-27-153 sshd[4959]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:04 ip-172-31-27-153 sshd[4961]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:06 ip-172-31-27-153 sshd[4957]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:48:06 ip-172-31-27-153 sshd[4963]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:09 ip-172-31-27-153 sshd[4967]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:12 ip-172-31-27-153 sshd[4969]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:14 ip-172-31-27-153 sshd[4971]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:16 ip-172-31-27-153 sshd[4965]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:48:17 ip-172-31-27-153 sshd[4973]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:19 ip-172-31-27-153 sshd[4977]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:22 ip-172-31-27-153 sshd[4979]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:24 ip-172-31-27-153 sshd[4981]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:24 ip-172-31-27-153 sshd[4975]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 12:48:27 ip-172-31-27-153 sshd[4984]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:29 ip-172-31-27-153 sshd[4987]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:32 ip-172-31-27-153 sshd[4989]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:32 ip-172-31-27-153 sshd[4983]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:48:34 ip-172-31-27-153 sshd[4991]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:37 ip-172-31-27-153 sshd[4995]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:40 ip-172-31-27-153 sshd[4997]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:42 ip-172-31-27-153 sshd[4999]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:43 ip-172-31-27-153 sshd[4992]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:48:45 ip-172-31-27-153 sshd[5001]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:48 ip-172-31-27-153 sshd[5005]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:50 ip-172-31-27-153 sshd[5003]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:48:51 ip-172-31-27-153 sshd[5007]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:54 ip-172-31-27-153 sshd[5011]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:56 ip-172-31-27-153 sshd[5013]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:48:58 ip-172-31-27-153 sshd[5009]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:48:59 ip-172-31-27-153 sshd[5015]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:02 ip-172-31-27-153 sshd[5019]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:04 ip-172-31-27-153 sshd[5021]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:05 ip-172-31-27-153 sshd[5017]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:49:08 ip-172-31-27-153 sshd[5023]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:11 ip-172-31-27-153 sshd[5027]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:14 ip-172-31-27-153 sshd[5029]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:14 ip-172-31-27-153 sshd[5025]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:49:17 ip-172-31-27-153 sshd[5031]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:19 ip-172-31-27-153 sshd[5035]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:22 ip-172-31-27-153 sshd[5037]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:23 ip-172-31-27-153 sshd[5033]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 12:49:24 ip-172-31-27-153 sshd[5039]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:27 ip-172-31-27-153 sshd[5043]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:29 ip-172-31-27-153 sshd[5045]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:30 ip-172-31-27-153 sshd[5041]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:49:32 ip-172-31-27-153 sshd[5047]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:34 ip-172-31-27-153 sshd[5051]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:36 ip-172-31-27-153 sshd[5053]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:39 ip-172-31-27-153 sshd[5049]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:49:39 ip-172-31-27-153 sshd[5055]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:42 ip-172-31-27-153 sshd[5059]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:45 ip-172-31-27-153 sshd[5061]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:48 ip-172-31-27-153 sshd[5063]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:50 ip-172-31-27-153 sshd[5057]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:49:50 ip-172-31-27-153 sshd[5065]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:53 ip-172-31-27-153 sshd[5069]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:56 ip-172-31-27-153 sshd[5071]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:49:59 ip-172-31-27-153 sshd[5073]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:01 ip-172-31-27-153 sshd[5075]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:01 ip-172-31-27-153 sshd[5067]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:50:04 ip-172-31-27-153 sshd[5078]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:07 ip-172-31-27-153 sshd[5081]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:10 ip-172-31-27-153 sshd[5083]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:10 ip-172-31-27-153 sshd[5077]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:50:12 ip-172-31-27-153 sshd[5085]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:15 ip-172-31-27-153 sshd[5089]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:18 ip-172-31-27-153 sshd[5091]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:21 ip-172-31-27-153 sshd[5093]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:22 ip-172-31-27-153 sshd[5086]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:50:24 ip-172-31-27-153 sshd[5095]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:26 ip-172-31-27-153 sshd[5099]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:28 ip-172-31-27-153 sshd[5097]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:50:30 ip-172-31-27-153 sshd[5101]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:32 ip-172-31-27-153 sshd[5105]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:35 ip-172-31-27-153 sshd[5107]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:37 ip-172-31-27-153 sshd[5103]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:50:38 ip-172-31-27-153 sshd[5109]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:40 ip-172-31-27-153 sshd[5113]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:43 ip-172-31-27-153 sshd[5115]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:44 ip-172-31-27-153 sshd[5111]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:50:45 ip-172-31-27-153 sshd[5117]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:48 ip-172-31-27-153 sshd[5121]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:50 ip-172-31-27-153 sshd[5123]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:53 ip-172-31-27-153 sshd[5125]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:54 ip-172-31-27-153 sshd[5119]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:50:55 ip-172-31-27-153 sshd[5127]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:50:58 ip-172-31-27-153 sshd[5131]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:00 ip-172-31-27-153 sshd[5133]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:03 ip-172-31-27-153 sshd[5135]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:05 ip-172-31-27-153 sshd[5137]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:06 ip-172-31-27-153 sshd[5129]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:51:08 ip-172-31-27-153 sshd[5139]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:11 ip-172-31-27-153 sshd[5153]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:13 ip-172-31-27-153 sshd[5155]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:14 ip-172-31-27-153 sshd[5141]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:51:16 ip-172-31-27-153 sshd[5157]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:18 ip-172-31-27-153 sshd[5161]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:20 ip-172-31-27-153 sshd[5163]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:22 ip-172-31-27-153 sshd[5159]: fatal: Read from socket failed: Connection reset by peer [preauth]
Dec  2 12:51:23 ip-172-31-27-153 sshd[5165]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:26 ip-172-31-27-153 sshd[5169]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:28 ip-172-31-27-153 sshd[5171]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:31 ip-172-31-27-153 sshd[5173]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:34 ip-172-31-27-153 sshd[5175]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:34 ip-172-31-27-153 sshd[5167]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
Dec  2 12:51:36 ip-172-31-27-153 sshd[5177]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:39 ip-172-31-27-153 sshd[5181]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:41 ip-172-31-27-153 sshd[5183]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:44 ip-172-31-27-153 sshd[5186]: Received disconnect from 218.25.17.234: 11: Bye Bye [preauth]
Dec  2 12:51:45 ip-172-31-27-153 sshd[5178]: Received disconnect from 220.99.93.50: 11: Bye Bye [preauth]
